Datum,Month,TotalRevenue,PageviewsAlexa, pageeCPM,USDeCPM,Adsense,OpenX,OtherAdNetw,Outbr,ADX,MobPV,TotalMobile,MobeCPM,MobAdsense,MobOpenX,MobOtherAd,MobOutB,ADXm,AdSnsDesktop,AdSnsMobile,AdSnsRadio,USDesktop,USDBC,USDMobile,MobileExpo9 ,TotalExpo9,MobileOutbrain,TotalOutbrain,TotalSwitchAds,TotalConv,USDEURO
Wed    30/Mar/16,Mar-16,3884.94,3103000.00,1.25,1.40,1124.24,1201.06,304.23,725.41,530.00,1824000.00,1468.29,0.80,501.00,357.97,79.32,410.00,120.00,402.00,501.00,212.00,945.36,0.00,401.39,5.00,227.55,410.00,725.41,29.64,0.00,0.89
Thu    31/Mar/16,Mar-16,3760.01,2963000.00,1.27,1.44,1104.23,1101.89,278.09,791.31,484.49,1784000.00,1467.02,0.82,502.00,329.72,69.30,446.00,120.00,419.00,502.00,173.00,873.61,0.00,373.04,5.00,222.35,446.00,791.31,18.87,0.00,0.88
Fri    01/Apr/16,Apr-16,3244.71,3023000.00,1.07,1.21,1001.26,923.44,139.73,710.27,470.00,1812000.00,1293.39,0.71,439.00,254.35,65.04,415.00,120.00,377.00,439.00,175.00,756.99,0.00,287.77,5.00,72.59,415.00,710.27,16.92,0.00,0.88
Sat    02/Apr/16,Apr-16,2620.44,2239000.00,1.17,1.33,809.09,785.76,129.40,548.99,347.19,1500000.00,1115.69,0.74,373.00,232.98,60.71,329.00,120.00,265.00,373.00,165.00,629.44,0.00,265.29,5.00,67.48,329.00,548.99,15.74,0.00,0.88
Sun    03/Apr/16,Apr-16,2659.80,2280000.00,1.17,1.33,801.00,757.73,148.68,602.39,350.00,1514000.00,1169.74,0.77,366.00,238.66,67.08,378.00,120.00,260.00,366.00,166.00,591.57,0.00,271.99,5.00,75.00,378.00,602.39,23.00,0.00,0.88
Mon    04/Apr/16,Apr-16,3139.95,2933000.00,1.07,1.22,882.70,907.26,159.33,714.49,476.18,1589000.00,1249.99,0.79,389.00,254.41,77.58,409.00,120.00,328.00,389.00,156.00,744.03,0.00,289.94,5.00,75.54,409.00,714.49,22.62,0.00,0.88
Tue    05/Apr/16,Apr-16,3097.36,3055000.00,1.01,1.15,943.03,868.84,155.92,627.08,502.49,1651000.00,1249.46,0.76,423.00,234.68,74.78,397.00,120.00,337.00,423.00,173.00,722.30,0.00,267.30,5.00,75.00,397.00,627.08,22.42,0.00,0.88
Wed    06/Apr/16,Apr-16,3075.48,3123000.00,0.98,1.12,902.21,874.44,176.11,623.00,499.72,1733000.00,1223.06,0.71,391.00,245.73,70.33,396.00,120.00,340.00,391.00,159.00,715.59,0.00,279.68,5.00,103.47,396.00,623.00,21.92,0.00,0.88
Thu    07/Apr/16,Apr-16,3219.94,2937000.00,1.10,1.25,1009.15,840.29,150.70,676.80,543.00,1686000.00,1322.20,0.78,490.00,251.73,62.47,398.00,120.00,381.00,490.00,179.00,669.67,0.00,286.43,5.00,90.87,398.00,676.80,14.52,0.00,0.88
Fri    08/Apr/16,Apr-16,2898.85,2682000.00,1.08,1.23,943.76,765.47,153.00,542.62,494.00,1561000.00,1189.69,0.76,403.00,249.58,67.11,350.00,120.00,335.00,403.00,196.00,587.64,0.00,284.30,4.00,81.84,350.00,542.62,20.00,0.00,0.88
Sat    09/Apr/16,Apr-16,2514.93,2248000.00,1.12,1.27,797.36,699.49,143.38,464.70,410.00,1482000.00,1107.10,0.75,374.00,231.12,67.98,314.00,120.00,259.00,374.00,156.00,533.02,0.00,263.03,3.00,71.00,314.00,464.70,17.81,0.00,0.88
Sun    10/Apr/16,Apr-16,2281.31,2068000.00,1.10,1.26,782.25,628.02,171.97,336.81,362.27,1329000.00,1026.16,0.77,375.00,216.73,81.43,233.00,120.00,251.00,375.00,148.00,468.98,0.00,247.14,3.00,76.13,233.00,336.81,30.11,0.00,0.88
Mon    11/Apr/16,Apr-16,2951.23,3021000.00,0.98,1.11,961.72,789.64,197.16,429.00,573.71,1587000.00,1076.35,0.68,382.00,234.41,95.93,244.00,120.00,382.00,382.00,191.00,633.12,0.00,267.30,3.00,88.32,244.00,429.00,30.11,0.00,0.88
Tue    12/Apr/16,Apr-16,3387.08,3215000.00,1.05,1.20,998.62,851.91,239.63,700.82,596.11,1630000.00,1358.82,0.83,428.00,259.10,95.82,455.90,120.00,390.00,428.00,172.00,676.31,0.00,295.60,3.00,86.46,455.90,700.82,39.99,0.00,0.88
Wed    13/Apr/16,Apr-16,3304.81,2994000.00,1.10,1.26,1011.59,835.39,217.17,660.66,580.00,1657000.00,1304.88,0.79,453.00,253.49,71.39,407.00,120.00,380.00,453.00,166.00,663.60,0.00,289.09,3.00,79.40,407.00,660.66,31.61,0.00,0.88
Thu    14/Apr/16,Apr-16,3202.56,2761000.00,1.16,1.31,977.99,808.80,218.84,685.24,511.69,1635000.00,1299.12,0.79,428.00,253.71,80.41,417.00,120.00,383.00,428.00,154.00,629.06,0.00,287.52,3.00,19.63,417.00,685.24,44.33,0.00,0.88
Fri    15/Apr/16,Apr-16,3393.94,2992000.00,1.13,1.28,964.82,896.35,295.75,683.54,553.48,1632000.00,1297.61,0.80,409.00,250.69,87.92,430.00,120.00,379.00,409.00,150.00,727.39,0.00,282.43,3.00,6.00,430.00,683.54,59.03,0.00,0.89
Sat    16/Apr/16,Apr-16,2734.04,2150000.00,1.27,1.43,842.40,755.20,198.93,565.82,371.69,1356000.00,1174.27,0.87,361.00,244.88,71.39,377.00,120.00,291.00,361.00,184.00,575.36,0.00,276.09,3.00,5.00,377.00,565.82,37.22,0.00,0.89
Sun    17/Apr/16,Apr-16,2585.45,2002000.00,1.29,1.46,808.23,672.81,189.74,554.67,360.00,1351000.00,1141.39,0.84,362.00,220.38,73.01,366.00,120.00,268.00,362.00,172.00,510.73,0.00,248.77,3.00,5.00,366.00,554.67,33.33,0.00,0.89
Mon    18/Apr/16,Apr-16,3331.85,2920000.00,1.14,1.29,994.82,869.68,274.49,610.59,582.26,1667000.00,1197.48,0.72,402.00,235.72,72.76,367.00,120.00,405.00,402.00,176.00,715.65,0.00,266.09,3.00,50.21,367.00,610.59,25.00,0.00,0.89
Tue    19/Apr/16,Apr-16,3168.60,2656000.00,1.19,1.35,957.05,776.78,301.40,554.91,578.46,1555000.00,1153.91,0.74,396.00,222.12,85.78,330.00,120.00,385.00,396.00,169.00,626.92,0.00,251.06,3.00,59.54,330.00,554.91,37.16,0.00,0.88
Wed    20/Apr/16,Apr-16,3497.96,2764000.00,1.27,1.44,968.37,880.25,307.79,675.47,666.08,1622000.00,1298.89,0.80,437.00,248.49,78.40,415.00,120.00,305.00,437.00,216.00,716.45,0.00,281.80,3.00,49.42,415.00,675.47,45.72,0.00,0.88
Thu    21/Apr/16,Apr-16,3462.25,2739000.00,1.26,1.43,920.76,917.80,261.18,743.75,618.76,1617000.00,1339.85,0.83,420.00,278.93,68.21,452.71,120.00,295.00,420.00,194.00,725.12,0.00,316.59,3.00,49.18,452.71,743.75,23.84,0.00,0.88
Fri    22/Apr/16,Apr-16,3375.56,2809000.00,1.20,1.36,890.18,943.96,288.40,628.35,624.68,1589000.00,1247.47,0.79,379.00,273.90,90.57,384.00,120.00,286.00,379.00,185.00,757.35,0.00,309.58,0.00,36.55,384.00,628.35,41.05,0.00,0.88
Sat    23/Apr/16,Apr-16,2778.39,2077000.00,1.34,1.51,778.29,816.91,200.78,540.15,442.26,1480000.00,1190.57,0.80,369.00,267.31,59.26,375.00,120.00,213.00,369.00,214.00,619.45,0.00,301.29,0.00,29.81,375.00,540.15,23.70,0.00,0.89
Sun    24/Apr/16,Apr-16,2773.05,2100000.00,1.32,1.48,716.93,790.26,224.49,581.24,460.13,1530000.00,1218.58,0.80,364.00,257.83,62.75,414.00,120.00,193.00,364.00,151.00,597.89,0.00,289.53,0.00,40.85,414.00,581.24,33.77,0.00,0.89
Mon    25/Apr/16,Apr-16,3422.01,2756000.00,1.24,1.39,900.11,950.68,270.74,675.97,624.51,1473000.00,1264.97,0.86,386.00,251.15,71.82,436.00,120.00,300.00,386.00,150.00,785.54,0.00,282.03,0.00,47.98,436.00,675.97,33.40,0.00,0.89
Tue    26/Apr/16,Apr-16,3586.15,2830000.00,1.27,1.42,915.88,961.02,286.17,751.56,671.52,1705000.00,1278.79,0.75,389.00,244.04,72.75,453.00,120.00,311.00,389.00,186.00,805.13,0.00,274.05,0.00,52.37,453.00,751.56,21.29,0.00,0.89
Wed    27/Apr/16,Apr-16,3428.10,2798000.00,1.23,1.38,965.83,902.48,260.36,651.08,648.35,1646000.00,1180.57,0.72,396.00,203.83,67.74,393.00,120.00,299.00,396.00,253.00,784.56,0.00,228.89,0.00,58.72,393.00,651.08,4.59,0.00,0.89
Thu    28/Apr/16,Apr-16,3547.29,2772000.00,1.28,1.45,926.54,906.05,368.74,702.31,643.66,1618000.00,1281.46,0.79,425.00,214.74,77.72,444.00,120.00,285.00,425.00,203.00,781.96,0.00,242.90,0.00,67.57,444.00,702.31,5.61,0.00,0.88
Fri    29/Apr/16,Apr-16,3277.21,2539000.00,1.29,1.46,903.65,895.54,247.19,644.18,586.65,1635000.00,1232.46,0.75,420.00,213.45,65.01,414.00,120.00,276.00,420.00,199.00,773.32,0.00,242.00,0.00,68.85,414.00,644.18,5.70,0.00,0.88
Sat    30/Apr/16,Apr-16,2701.18,2083000.00,1.30,1.48,797.55,709.54,196.18,544.38,453.53,1748000.00,1118.05,0.64,358.00,202.87,61.18,376.00,120.00,204.00,358.00,196.00,578.20,0.00,231.51,0.00,58.74,376.00,544.38,7.31,0.00,0.88
Sun    01/May/16,May-16,2529.83,2033000.00,1.24,1.43,719.00,600.26,200.87,541.45,468.25,1677000.00,1056.13,0.63,346.00,153.02,61.11,376.00,120.00,214.00,346.00,158.00,512.30,0.00,175.28,0.00,67.63,376.00,541.45,5.46,0.00,0.87
Mon    02/May/16,May-16,3070.00,2513000.00,1.22,1.40,868.00,707.65,243.78,590.75,659.82,1666000.00,1177.07,0.71,415.00,179.97,68.10,394.00,120.00,246.00,415.00,197.00,604.39,0.00,206.14,0.00,73.66,394.00,590.75,2.74,0.00,0.87
Tue    03/May/16,May-16,3218.82,2836000.00,1.13,1.30,912.56,758.62,286.13,597.93,663.57,1632000.00,1168.05,0.72,404.00,180.90,93.15,370.00,120.00,310.00,404.00,190.00,663.57,0.00,207.78,0.00,75.65,370.00,597.93,4.94,0.00,0.87
Wed    04/May/16,May-16,3318.80,2875000.00,1.15,1.33,890.00,808.39,301.22,621.98,697.21,1650000.00,1219.22,0.74,416.00,205.03,91.19,387.00,120.00,273.00,416.00,191.00,696.45,0.00,236.66,0.00,72.62,387.00,621.98,17.68,0.00,0.87
Thu    05/May/16,May-16,3275.60,2848000.00,1.15,1.32,913.37,828.03,275.48,571.55,687.17,1632000.00,1183.75,0.73,425.77,209.49,81.49,347.00,120.00,290.98,425.77,185.70,710.88,0.00,240.76,0.00,69.17,347.00,571.55,13.91,0.00,0.87
Fri    06/May/16,May-16,3341.84,2648000.00,1.26,1.44,922.00,864.50,245.44,639.71,670.19,1591000.00,1263.27,0.79,441.00,241.39,71.87,389.00,120.00,257.00,441.00,212.00,713.42,0.00,276.38,0.00,57.38,389.00,639.71,12.49,0.00,0.87
Sat    07/May/16,May-16,2833.84,2159000.00,1.31,1.50,812.00,762.66,213.83,525.35,520.00,1568000.00,1206.47,0.77,438.00,230.36,72.10,346.00,120.00,194.00,438.00,174.00,607.50,0.00,262.91,0.00,48.33,346.00,525.35,13.51,0.00,0.88
Sun    08/May/16,May-16,2653.01,2205000.00,1.20,1.37,790.00,694.43,207.03,454.00,507.55,1631000.00,1109.64,0.68,418.00,209.58,66.07,296.00,120.00,197.00,418.00,170.00,553.04,0.00,239.05,0.00,51.68,296.00,454.00,19.52,0.00,0.88
Mon    09/May/16,May-16,3144.37,2846000.00,1.10,1.26,994.83,762.94,236.87,566.34,583.39,1710000.00,1214.77,0.71,456.84,209.99,77.93,350.00,120.00,274.00,456.84,255.00,630.69,0.00,239.52,0.00,59.43,350.00,566.34,19.89,0.00,0.88
Tue    10/May/16,May-16,3269.18,2853000.00,1.15,1.31,923.34,871.57,300.35,554.68,619.24,1455000.00,1197.63,0.82,423.00,224.35,102.28,328.00,120.00,300.00,423.00,191.00,737.53,0.00,255.66,0.00,63.24,328.00,554.68,31.35,0.00,0.88
Wed    11/May/16,May-16,3172.86,2665000.00,1.19,1.36,904.10,866.55,271.03,573.77,557.41,1490000.00,1169.21,0.78,436.00,209.13,76.08,328.00,120.00,259.00,436.00,198.00,748.26,0.00,238.03,0.00,71.44,328.00,573.77,19.33,0.00,0.88
Thu    12/May/16,May-16,3218.29,2604000.00,1.24,1.41,963.17,832.91,277.22,577.64,567.35,1485000.00,1216.67,0.82,438.00,213.98,80.69,364.00,120.00,295.00,438.00,223.00,705.63,0.00,243.95,0.00,72.12,364.00,577.64,26.60,0.00,0.88
Fri    13/May/16,May-16,3096.78,2474000.00,1.25,1.43,872.00,902.29,261.94,559.00,501.55,1368000.00,1238.44,0.91,392.00,278.02,89.41,359.00,120.00,280.00,392.00,187.00,712.15,0.00,317.16,0.00,46.01,359.00,559.00,28.44,0.00,0.88
Sat    14/May/16,May-16,2243.95,2068000.00,1.09,1.23,772.00,364.53,235.90,497.00,374.51,1221000.00,1046.47,0.86,374.00,136.99,93.48,322.00,120.00,208.00,374.00,153.00,258.09,0.00,155.39,0.00,48.51,322.00,497.00,29.14,0.00,0.88
Sun    15/May/16,May-16,2529.14,1832000.00,1.38,1.57,773.00,709.19,208.59,492.02,346.34,1129000.00,1108.63,0.98,382.00,203.83,71.80,331.00,120.00,203.00,382.00,182.00,573.22,0.00,231.20,0.00,54.94,331.00,492.02,22.00,0.00,0.88
Mon    16/May/16,May-16,3015.56,2634000.00,1.14,1.30,894.82,777.23,255.45,582.45,505.61,1327000.00,1187.36,0.89,407.00,203.78,94.58,362.00,120.00,300.00,407.00,178.00,648.75,0.00,230.54,0.00,59.63,362.00,582.45,40.92,0.00,0.88
Tue    17/May/16,May-16,3264.16,2730000.00,1.20,1.35,966.84,798.30,270.70,673.31,555.00,1437000.00,1291.57,0.90,446.00,224.49,90.07,411.00,120.00,307.00,446.00,206.00,649.48,0.00,254.10,0.00,65.42,411.00,673.31,35.16,0.00,0.88
Wed    18/May/16,May-16,3315.62,2748000.00,1.21,1.37,962.80,833.07,279.76,632.20,607.79,1479000.00,1238.41,0.84,416.00,245.14,80.27,377.00,120.00,328.00,416.00,208.00,665.70,0.00,277.57,0.00,64.01,377.00,632.20,15.65,0.00,0.88
Thu    19/May/16,May-16,3390.70,2714000.00,1.25,1.41,1000.55,836.35,273.39,637.70,642.72,1438000.00,1271.31,0.88,416.00,259.44,94.08,381.79,120.00,338.00,416.00,234.00,650.72,0.00,292.64,0.00,54.73,381.79,637.70,22.85,0.00,0.89
Fri    20/May/16,May-16,3488.12,2736000.00,1.27,1.43,959.67,869.25,343.89,683.10,632.21,1485000.00,1319.59,0.89,388.00,272.93,124.66,414.00,120.00,287.00,388.00,226.00,668.66,0.00,306.04,0.00,52.60,414.00,683.10,41.80,0.00,0.89
Sat    21/May/16,May-16,2887.81,2173000.00,1.33,1.49,817.00,745.78,241.46,612.29,471.27,1289000.00,1306.26,1.01,412.00,267.84,87.42,419.00,120.00,234.00,412.00,178.00,536.59,0.00,300.70,0.00,44.23,419.00,612.29,33.65,0.00,0.89
Sun    22/May/16,May-16,3005.21,2232000.00,1.35,1.51,835.00,766.83,247.74,636.15,519.49,1381000.00,1200.42,0.87,298.00,271.14,77.27,434.00,120.00,332.00,298.00,185.00,556.47,0.00,304.39,0.00,62.20,434.00,636.15,21.95,0.00,0.89
Mon    23/May/16,May-16,3536.89,2789000.00,1.27,1.42,988.00,876.43,298.51,714.47,659.48,1469000.00,1307.68,0.89,423.00,257.88,92.80,414.00,120.00,244.00,423.00,225.00,694.40,0.00,289.50,0.00,62.73,414.00,714.47,24.95,0.00,0.89
Tue    24/May/16,May-16,3508.21,2704000.00,1.30,1.46,955.00,902.64,282.59,714.34,653.64,1472000.00,1327.63,0.90,418.00,278.07,97.56,414.00,120.00,319.00,418.00,208.00,700.65,0.00,311.94,0.00,57.29,414.00,714.34,23.01,0.00,0.89
Wed    25/May/16,May-16,3344.93,2303000.00,1.45,1.63,918.82,868.28,231.67,751.42,574.74,1381000.00,1331.11,0.96,389.00,259.47,76.64,486.00,120.00,278.00,389.00,238.00,683.56,0.00,291.33,0.00,58.57,486.00,751.42,14.53,0.00,0.89
Thu    26/May/16,May-16,3629.85,2630000.00,1.38,1.54,973.00,973.88,274.73,802.09,606.15,1465000.00,1373.43,0.94,412.00,304.83,101.60,435.00,120.00,324.00,412.00,225.00,745.93,0.00,339.86,0.00,66.05,435.00,802.09,20.63,0.00,0.90
Fri    27/May/16,May-16,3394.25,2506000.00,1.35,1.51,929.00,974.33,252.68,679.01,559.23,1408000.00,1320.71,0.94,413.00,325.51,82.20,380.00,120.00,303.00,413.00,204.00,725.31,0.00,363.89,0.00,61.57,380.00,679.01,25.58,0.00,0.89
Sat    28/May/16,May-16,2988.64,2061000.00,1.45,1.63,843.00,931.79,201.94,590.00,421.91,1307000.00,1287.22,0.98,372.00,346.21,71.01,378.00,120.00,252.00,372.00,204.00,657.95,0.00,389.00,0.00,49.59,378.00,590.00,21.37,0.00,0.89
Sun    29/May/16,May-16,3123.88,2134000.00,1.46,1.63,917.00,914.26,228.76,613.00,450.86,1279000.00,1366.26,1.07,416.00,339.70,75.56,415.00,120.00,298.00,416.00,195.00,638.72,0.00,377.63,0.00,58.00,415.00,613.00,37.28,0.00,0.90
Mon    30/May/16,May-16,3525.73,2859000.00,1.23,1.37,990.93,982.21,309.79,606.77,636.03,1389000.00,1315.16,0.95,399.00,343.52,114.64,338.00,120.00,350.00,399.00,235.00,710.01,0.00,381.88,0.00,71.55,338.00,606.77,42.27,0.00,0.90
Tue    31/May/16,May-16,3432.39,2705000.00,1.27,1.41,896.00,935.99,304.00,703.44,592.97,1371000.00,1236.86,0.90,389.00,301.62,111.24,315.00,120.00,299.00,389.00,199.00,705.72,0.00,335.55,0.00,72.01,315.00,703.44,36.71,0.00,0.90
Wed    01/Jun/16,Jun-16,3311.70,2671000.00,1.24,1.38,888.58,818.91,324.07,676.17,603.98,1422000.00,1088.19,0.77,385.00,239.91,105.28,238.00,120.00,305.00,385.00,188.00,645.16,0.00,267.32,0.00,71.82,238.00,676.17,35.45,0.00,0.90
Thu    02/Jun/16,Jun-16,3255.43,2672000.00,1.22,1.36,965.04,816.66,273.39,534.83,665.51,1425000.00,1111.47,0.78,401.00,230.46,78.01,282.00,120.00,348.00,401.00,205.00,653.72,0.00,257.00,0.00,71.21,282.00,534.83,25.67,0.00,0.90
Fri    03/Jun/16,Jun-16,3046.30,2493000.00,1.22,1.37,883.00,733.00,292.06,527.40,610.84,1265000.00,1070.55,0.85,369.00,204.27,91.19,286.09,120.00,308.00,369.00,193.00,591.40,0.00,228.49,0.00,71.33,286.09,527.40,39.35,0.00,0.89
Sat    04/Jun/16,Jun-16,2855.61,2085000.00,1.37,1.53,838.00,754.86,235.48,462.28,565.00,1276000.00,1037.89,0.81,374.00,221.63,65.26,257.00,120.00,260.00,374.00,196.00,596.44,0.00,247.90,0.00,71.00,257.00,462.28,17.39,0.00,0.89
Sun    05/Jun/16,Jun-16,3030.51,2300000.00,1.32,1.50,809.90,805.30,273.03,568.28,574.00,1400000.00,1112.03,0.79,379.00,253.03,73.01,287.00,120.00,255.00,379.00,169.00,627.85,0.00,287.65,0.00,86.12,287.00,568.28,30.14,0.00,0.88
Mon    06/Jun/16,Jun-16,3338.51,2658000.00,1.26,1.44,938.53,792.73,271.58,592.52,743.15,1389000.00,1181.29,0.85,417.00,239.59,68.70,336.00,120.00,327.00,417.00,184.00,636.06,0.00,275.51,0.00,83.54,336.00,592.52,20.64,0.00,0.87
Tue    07/Jun/16,Jun-16,3227.61,2584000.00,1.25,1.44,950.83,809.90,257.44,565.03,644.41,1394000.00,1190.59,0.85,421.00,241.32,78.27,330.00,120.00,314.00,421.00,203.00,653.82,0.00,277.50,0.00,76.22,330.00,565.03,21.16,0.00,0.87
Wed    08/Jun/16,Jun-16,3360.98,2579000.00,1.30,1.48,942.00,864.25,277.25,616.76,660.72,1348000.00,1229.05,0.91,405.00,265.38,90.67,348.00,120.00,314.00,405.00,220.00,680.53,0.00,301.57,0.00,74.00,348.00,616.76,21.03,0.00,0.88
Thu    09/Jun/16,Jun-16,3652.04,2984000.00,1.22,1.39,1033.00,963.60,313.14,616.39,725.91,1495000.00,1276.72,0.85,420.00,284.24,106.48,346.00,120.00,327.00,420.00,273.00,772.00,0.00,323.00,0.00,66.00,346.00,616.39,32.06,0.00,0.88
Fri    10/Jun/16,Jun-16,3084.29,2459000.00,1.25,1.41,924.00,845.26,248.81,517.49,548.73,1393000.00,984.07,0.71,230.00,255.10,87.97,291.00,120.00,230.00,230.00,230.00,664.15,0.00,287.08,0.00,54.00,291.00,517.49,28.00,0.00,0.89
Sat    11/Jun/16,Jun-16,2772.95,2026000.00,1.37,1.54,807.00,798.90,231.04,428.29,507.73,1245000.00,1154.08,0.93,366.00,269.44,82.64,316.00,120.00,366.00,366.00,366.00,595.83,0.00,303.22,0.00,50.00,316.00,428.29,24.00,0.00,0.89
Sun    12/Jun/16,Jun-16,2797.18,2211000.00,1.27,1.42,806.00,801.11,226.59,457.26,506.22,1274000.00,946.84,0.74,201.00,257.53,85.31,283.00,120.00,201.00,201.00,201.00,611.72,0.00,289.82,0.00,51.00,283.00,457.26,22.00,0.00,0.89
Mon    13/Jun/16,Jun-16,3236.34,2635000.00,1.23,1.38,924.00,857.41,265.53,539.00,650.40,1392000.00,1174.81,0.84,387.00,269.73,95.08,303.00,120.00,301.00,387.00,219.00,661.35,0.00,303.55,0.00,53.82,303.00,539.00,30.00,0.00,0.89
Tue    14/Jun/16,Jun-16,3373.70,2631000.00,1.28,1.44,971.65,888.76,267.11,584.00,662.18,1437000.00,1259.71,0.88,443.00,263.26,91.44,342.00,120.00,312.00,443.00,205.00,704.54,0.00,296.53,0.00,68.47,342.00,584.00,21.39,0.00,0.89
Wed    15/Jun/16,Jun-16,3587.28,2835000.00,1.27,1.42,1055.25,927.25,273.67,581.11,750.00,1579000.00,1298.94,0.82,474.00,265.80,96.14,343.00,120.00,356.00,474.00,214.00,743.05,0.00,298.59,0.00,53.91,343.00,581.11,23.99,0.00,0.89
Thu    16/Jun/16,Jun-16,3674.48,2793000.00,1.32,1.48,1092.62,934.38,255.91,619.57,772.00,1604000.00,1334.67,0.83,482.00,284.92,72.75,375.00,120.00,371.00,482.00,229.00,729.70,0.00,320.12,0.00,57.90,375.00,619.57,21.00,0.00,0.89
Fri    17/Jun/16,Jun-16,3417.84,2695000.00,1.27,1.42,994.44,932.92,245.76,553.35,691.36,1479000.00,1248.35,0.84,452.00,284.51,81.84,310.00,120.00,332.00,452.00,196.00,728.56,0.00,319.67,0.00,50.70,310.00,553.35,16.60,0.00,0.89
Sat    18/Jun/16,Jun-16,2858.64,2163000.00,1.32,1.49,864.00,860.96,203.10,427.42,503.16,1303000.00,1119.92,0.86,397.00,268.66,72.26,262.00,120.00,236.00,397.00,188.00,667.00,0.00,302.55,0.00,42.70,262.00,427.42,18.50,0.00,0.89
Sun    19/Jun/16,Jun-16,2527.09,1898000.00,1.33,1.50,769.00,787.50,183.02,368.58,419.00,1196000.00,1032.11,0.86,364.00,260.07,71.04,217.00,120.00,271.00,364.00,162.00,593.95,0.00,292.87,0.00,39.66,217.00,368.58,19.10,0.00,0.89
Mon    20/Jun/16,Jun-16,3269.29,2509000.00,1.30,1.47,965.00,941.11,227.37,524.81,611.00,1386000.00,1177.26,0.85,412.00,278.52,73.75,293.00,120.00,335.00,412.00,207.00,747.00,0.00,314.00,0.00,57.00,293.00,524.81,30.20,0.00,0.89
Tue    21/Jun/16,Jun-16,3269.46,2525000.00,1.29,1.47,995.00,883.42,240.42,525.44,625.18,1436000.00,1210.68,0.84,474.00,257.68,78.00,281.00,120.00,368.00,474.00,222.00,709.46,0.00,292.15,0.00,51.00,281.00,525.44,37.71,0.00,0.88
Wed    22/Jun/16,Jun-16,3310.62,2545000.00,1.30,1.47,1051.36,874.59,243.07,525.60,616.00,1412000.00,1177.44,0.83,425.00,260.13,75.31,297.00,120.00,341.00,425.00,202.00,695.87,0.00,294.60,0.00,56.84,297.00,525.60,41.35,0.00,0.88
Thu    23/Jun/16,Jun-16,3665.88,2701000.00,1.36,1.53,1131.26,996.63,242.72,605.46,689.81,1535000.00,1345.09,0.88,529.00,296.62,72.47,327.00,120.00,377.00,529.00,243.00,789.19,0.00,334.41,0.00,54.60,327.00,605.46,35.61,0.00,0.89
Fri    24/Jun/16,Jun-16,3709.21,2545000.00,1.46,1.66,1171.00,925.59,237.85,618.77,756.00,1414000.00,1398.25,0.99,549.00,288.67,82.58,358.00,120.00,345.00,549.00,236.00,723.28,0.00,327.81,0.00,54.00,358.00,618.77,32.32,0.00,0.88
Sat    25/Jun/16,Jun-16,3198.72,1974000.00,1.62,1.81,1206.00,833.20,182.07,484.45,493.00,1301000.00,1374.27,1.06,633.00,278.53,75.74,267.00,120.00,319.00,633.00,248.00,618.36,0.00,310.51,0.00,36.64,267.00,484.45,23.80,0.00,0.90
Sun    26/Jun/16,Jun-16,2962.51,2033000.00,1.46,1.62,974.21,795.36,216.03,490.91,486.00,1362000.00,1272.24,0.93,509.00,265.21,62.03,316.00,120.00,272.00,509.00,188.00,589.72,0.00,295.00,0.00,67.26,316.00,490.91,33.28,0.00,0.90
Mon    27/Jun/16,Jun-16,3455.13,2691000.00,1.28,1.43,1048.10,948.01,256.22,539.80,663.00,1469000.00,1240.53,0.84,469.00,278.41,81.13,292.00,120.00,386.00,469.00,184.00,744.00,0.00,309.34,0.00,49.00,292.00,539.80,44.76,0.00,0.90
Tue    28/Jun/16,Jun-16,3514.40,2720000.00,1.29,1.44,1118.54,862.08,296.46,584.32,653.00,1407000.00,1289.06,0.92,504.00,252.06,90.00,323.00,120.00,368.00,504.00,235.00,677.80,0.00,280.07,0.00,51.00,323.00,584.32,74.29,0.00,0.90
Wed    29/Jun/16,Jun-16,3768.73,3098000.00,1.22,1.35,1142.22,850.08,366.22,690.21,720.00,1515000.00,1366.24,0.90,523.00,234.69,111.55,377.00,120.00,369.00,523.00,243.00,683.76,0.00,260.77,0.00,51.00,377.00,690.21,108.03,0.00,0.90
Thu    30/Jun/16,Jun-16,3563.30,2841000.00,1.25,1.39,1068.31,850.17,338.76,598.77,707.29,1409000.00,1365.30,0.97,504.00,285.30,145.00,311.00,120.00,349.00,504.00,204.00,627.63,0.00,317.00,0.00,46.21,311.00,598.77,77.48,0.00,0.90
Fri    01/Jul/16,Jul-16,2924.76,2443000.00,1.20,1.33,876.00,629.29,316.10,493.37,610.00,1206000.00,1097.74,0.91,396.00,179.27,124.47,278.00,120.00,276.00,396.00,197.00,500.02,0.00,199.19,0.00,63.36,278.00,493.37,50.50,0.00,0.90
Sat    02/Jul/16,Jul-16,2492.69,2051000.00,1.22,1.35,819.00,561.44,234.54,437.39,440.32,1124000.00,1064.55,0.95,399.00,176.09,91.47,278.00,120.00,225.00,399.00,168.00,428.17,0.00,195.65,0.00,53.82,278.00,437.39,33.75,0.00,0.90
Sun    03/Jul/16,Jul-16,2474.02,1968000.00,1.26,1.40,809.00,448.88,240.51,438.27,537.37,1051000.00,1028.90,0.98,404.00,147.40,79.50,278.00,120.00,242.00,404.00,172.00,334.97,0.00,163.78,0.00,59.42,278.00,438.27,38.03,0.00,0.90
