Datum,Month,TotalRevenue,PageviewsAlexa, pageeCPM,USDeCPM,Adsense,OpenX,OtherAdNetw,Outbr,ADX,MobPV,TotalMobile,MobeCPM,MobAdsense,MobOpenX,MobOtherAd,MobOutB,ADXm,AdSnsDesktop,AdSnsMobile,AdSnsRadio,USDesktop,USDBC,USDMobile,MobileExpo9 ,TotalExpo9,MobileOutbrain,TotalOutbrain,TotalSwitchAds,TotalConv,USDEURO
Mon    04/Jul/16,Jul-16,3027.94,2653000.00,1.14,1.27,982.00,678.27,246.19,497.49,624.00,1427000.00,1141.18,0.80,485.00,194.54,62.64,279.00,120.00,315.00,485.00,173.00,537.47,0.00,216.16,0.00,75.15,279.00,497.49,26.40,0.00,0.90
Tue    05/Jul/16,Jul-16,3095.28,2775000.00,1.12,1.24,1006.00,662.52,266.55,597.21,563.00,1409000.00,1202.41,0.85,442.00,191.81,84.60,364.00,120.00,343.00,442.00,207.00,523.01,0.00,213.12,0.00,70.45,364.00,597.21,37.00,0.00,0.90
Wed    06/Jul/16,Jul-16,2803.89,2267000.00,1.24,1.37,913.00,614.48,232.41,554.00,490.00,1244000.00,1178.64,0.95,444.00,180.14,76.50,358.00,120.00,280.00,444.00,181.00,482.61,0.00,200.15,0.00,60.00,358.00,554.00,38.00,0.00,0.90
Thu    07/Jul/16,Jul-16,2964.30,2594000.00,1.14,1.27,1013.68,631.94,231.50,482.18,605.00,1390000.00,1111.31,0.80,462.88,180.28,68.15,280.00,120.00,379.00,462.88,165.00,501.85,0.00,200.31,0.00,80.25,280.00,482.18,21.00,0.00,0.90
Fri    08/Jul/16,Jul-16,2539.08,2288000.00,1.11,1.23,834.00,579.13,200.94,436.00,489.00,1143000.00,971.66,0.85,377.00,167.29,61.37,246.00,120.00,297.00,377.00,161.00,457.60,0.00,185.88,0.00,67.50,246.00,436.00,20.00,0.00,0.90
Sat    09/Jul/16,Jul-16,2402.52,2027000.00,1.19,1.32,804.00,564.53,161.55,429.57,442.87,1194000.00,993.58,0.83,389.00,177.44,60.15,247.00,120.00,261.00,389.00,146.00,430.11,0.00,197.15,0.00,27.11,247.00,429.57,27.46,0.00,0.90
Sun    10/Jul/16,Jul-16,2288.78,1887000.00,1.21,1.35,734.00,546.00,166.50,417.28,425.00,1196000.00,978.90,0.82,371.00,169.04,70.87,248.00,120.00,212.00,371.00,157.00,418.85,0.00,187.82,0.00,33.39,248.00,417.28,18.61,0.00,0.90
Mon    11/Jul/16,Jul-16,2788.20,2433000.00,1.15,1.27,921.00,652.19,177.43,507.58,530.00,1331000.00,1048.78,0.79,423.00,185.48,54.30,266.00,120.00,293.00,423.00,188.00,515.70,0.00,204.95,0.00,41.29,266.00,507.58,17.00,0.00,0.91
Tue    12/Jul/16,Jul-16,3026.68,2626000.00,1.15,1.28,1007.00,712.99,201.14,504.22,601.33,1467000.00,1147.42,0.78,477.00,214.93,64.49,271.00,120.00,319.00,477.00,202.00,553.40,0.00,238.81,0.00,45.38,271.00,504.22,19.90,0.00,0.90
Wed    13/Jul/16,Jul-16,2926.88,2597000.00,1.13,1.25,947.02,689.90,208.00,486.97,595.00,1451000.00,1093.23,0.75,436.00,207.00,67.23,263.00,120.00,319.00,436.00,294.00,536.55,0.00,230.00,0.00,47.32,263.00,486.97,20.42,0.00,0.90
Thu    14/Jul/16,Jul-16,3060.76,2683000.00,1.14,1.27,974.00,707.94,226.88,506.94,645.00,1519000.00,1145.06,0.75,459.00,227.67,64.39,274.00,120.00,325.00,459.00,182.00,533.63,0.00,252.97,0.00,68.00,274.00,506.94,26.00,0.00,0.90
Fri    15/Jul/16,Jul-16,2871.68,2629000.00,1.09,1.21,920.00,689.39,211.78,478.51,572.00,1416000.00,1075.38,0.76,406.00,222.74,69.64,257.00,120.00,254.00,406.00,179.00,518.50,0.00,247.49,0.00,52.00,257.00,478.51,18.90,0.00,0.90
Sat    16/Jul/16,Jul-16,2673.36,2202000.00,1.21,1.35,877.23,678.18,174.95,452.00,491.00,1368000.00,1089.89,0.80,424.00,220.64,64.24,261.00,120.00,306.00,424.00,171.00,508.37,0.00,245.16,0.00,41.50,261.00,452.00,17.87,0.00,0.90
Sun    17/Jul/16,Jul-16,2649.68,2299000.00,1.15,1.27,786.52,685.71,190.75,458.70,528.00,1517000.00,1135.09,0.75,458.60,221.47,56.02,279.00,120.00,242.00,458.60,145.00,512.40,0.00,244.45,0.00,51.00,279.00,458.70,18.00,0.00,0.91
Mon    18/Jul/16,Jul-16,3047.62,2912000.00,1.05,1.16,962.00,716.01,222.17,482.03,665.41,1537000.00,1097.90,0.71,456.00,214.24,47.66,260.00,120.00,330.00,456.00,169.00,557.53,0.00,238.04,0.00,66.41,260.00,482.03,28.48,0.00,0.90
Tue    19/Jul/16,Jul-16,3040.37,2728000.00,1.11,1.23,925.00,691.74,254.07,491.56,678.00,1420000.00,1117.34,0.79,439.00,197.61,86.77,273.96,120.00,295.00,439.00,185.00,546.60,0.00,218.60,0.00,69.19,273.96,491.56,27.62,0.00,0.90
Wed    20/Jul/16,Jul-16,3077.87,2722000.00,1.13,1.25,942.88,721.50,261.43,501.69,650.37,1550000.00,1147.28,0.74,433.23,213.85,98.20,282.00,120.00,319.00,433.23,180.00,561.56,0.00,236.56,0.00,66.61,282.00,501.69,25.68,0.00,0.90
Thu    21/Jul/16,Jul-16,2932.15,2639000.00,1.11,1.23,959.01,680.14,222.94,496.06,574.00,1481000.00,1138.89,0.77,442.90,206.04,83.94,286.00,120.00,309.00,442.90,201.60,522.71,0.00,227.17,0.00,50.45,286.00,496.06,21.86,0.00,0.91
Fri    22/Jul/16,Jul-16,2757.44,2572000.00,1.07,1.18,830.42,653.18,218.42,482.37,573.05,1374000.00,1021.73,0.74,352.00,191.28,85.45,273.00,120.00,278.00,352.00,190.00,507.58,0.00,210.20,0.00,46.00,273.00,482.37,16.12,0.00,0.91
Sat    23/Jul/16,Jul-16,2375.77,2104000.00,1.13,1.24,762.13,601.80,176.27,393.99,441.58,1361000.00,964.66,0.71,353.00,180.13,68.52,243.00,120.00,232.00,353.00,173.00,463.37,0.00,197.95,0.00,39.00,243.00,393.99,22.40,0.00,0.91
Sun    24/Jul/16,Jul-16,2543.43,2115000.00,1.20,1.32,784.00,634.98,193.90,450.32,480.23,1339000.00,998.49,0.75,357.00,195.83,69.66,256.00,120.00,252.00,357.00,167.00,482.58,0.00,215.20,0.00,49.00,256.00,450.32,20.53,0.00,0.91
Mon    25/Jul/16,Jul-16,2834.00,2477000.00,1.14,1.26,876.00,698.23,212.11,501.66,546.00,1288000.00,981.14,0.76,355.00,187.74,64.40,254.00,120.00,329.00,355.00,193.00,562.83,0.00,206.99,0.00,60.00,254.00,501.66,19.00,0.00,0.91
Tue    26/Jul/16,Jul-16,2930.65,2514000.00,1.17,1.28,946.24,711.58,215.67,475.28,581.88,1391000.00,1045.37,0.75,412.00,199.67,63.70,250.00,120.00,346.00,412.00,181.00,562.54,0.00,219.42,0.00,57.00,250.00,475.28,16.00,0.00,0.91
Wed    27/Jul/16,Jul-16,2969.83,2828000.00,1.05,1.15,936.60,778.76,221.41,458.06,575.00,1482000.00,1078.75,0.73,404.00,246.05,63.70,245.00,120.00,342.00,404.00,180.00,585.39,0.00,270.39,0.00,56.21,245.00,458.06,16.50,0.00,0.91
Thu    28/Jul/16,Jul-16,3010.06,2739000.00,1.10,1.21,982.00,781.94,221.54,429.58,595.00,1509000.00,1122.63,0.74,444.00,252.47,69.16,237.00,120.00,339.00,444.00,191.00,581.84,0.00,277.44,0.00,56.00,237.00,429.58,10.00,0.00,0.91
Fri    29/Jul/16,Jul-16,3307.80,2981000.00,1.11,1.23,1058.00,858.77,235.25,485.78,670.00,1694000.00,1295.20,0.76,532.00,288.00,61.20,294.00,120.00,322.00,532.00,194.00,634.19,0.00,320.00,0.00,62.41,294.00,485.78,18.00,0.00,0.90
Sat    30/Jul/16,Jul-16,2806.59,2292000.00,1.22,1.36,945.00,765.46,195.80,419.34,481.00,1458000.00,1179.90,0.81,476.00,262.70,61.20,260.00,120.00,270.00,476.00,188.00,558.62,0.00,291.89,0.00,49.45,260.00,419.34,20.00,0.00,0.90
Sun    31/Jul/16,Jul-16,2599.78,2071000.00,1.26,1.39,867.00,620.55,213.30,418.93,480.00,1263000.00,1119.72,0.89,454.00,212.72,63.00,270.00,120.00,232.00,454.00,173.00,453.14,0.00,236.36,0.00,72.00,270.00,418.93,24.00,0.00,0.90
Mon    01/Aug/16,Aug-16,3031.53,2763000.00,1.10,1.22,1054.00,651.21,249.85,416.47,660.00,1450000.00,1120.38,0.77,515.00,189.78,66.60,229.00,120.00,337.00,515.00,191.00,512.70,0.00,210.87,0.00,75.00,229.00,416.47,27.50,0.00,0.90
Tue    02/Aug/16,Aug-16,2920.16,2702000.00,1.08,1.20,952.00,673.25,243.33,439.57,612.00,1463000.00,1093.90,0.75,479.00,192.20,65.70,237.00,120.00,298.00,479.00,165.00,534.51,0.00,213.55,0.00,73.00,237.00,439.57,21.27,0.00,0.90
Wed    03/Aug/16,Aug-16,2678.66,2501000.00,1.07,1.20,915.91,565.00,218.05,499.70,480.00,1233000.00,1087.32,0.88,461.00,162.58,58.74,285.00,120.00,271.00,461.00,175.00,452.16,0.00,182.67,0.00,66.00,285.00,499.70,16.00,0.00,0.89
Thu    04/Aug/16,Aug-16,2791.91,2546000.00,1.10,1.23,903.00,630.32,217.41,472.95,568.23,1337000.00,1103.21,0.83,472.95,187.18,55.18,267.90,120.00,267.00,472.95,189.00,497.91,0.00,210.32,0.00,76.00,267.90,472.95,15.00,0.00,0.89
Fri    05/Aug/16,Aug-16,2663.21,2411000.00,1.10,1.24,867.00,576.47,215.74,464.00,540.00,1400000.00,1086.44,0.78,464.00,171.14,62.30,269.00,120.00,269.00,464.00,155.00,455.43,0.00,192.29,0.00,76.00,269.00,464.00,20.40,0.00,0.89
Sat    06/Aug/16,Aug-16,2347.80,1892000.00,1.24,1.38,767.00,554.80,216.00,367.00,443.00,1267000.00,922.78,0.73,360.00,162.98,64.80,215.00,120.00,228.00,360.00,171.00,435.35,0.00,181.09,0.00,73.00,215.00,367.00,22.00,0.00,0.90
Sun    07/Aug/16,Aug-16,2365.89,1963000.00,1.21,1.34,760.00,548.59,222.30,354.00,481.00,1127000.00,928.40,0.82,356.00,159.40,72.00,221.00,120.00,216.00,356.00,182.00,432.43,0.00,177.11,0.00,80.00,221.00,354.00,24.00,0.00,0.90
Mon    08/Aug/16,Aug-16,2886.59,2613000.00,1.10,1.23,936.00,647.42,261.45,451.72,590.00,1430000.00,1054.94,0.74,434.00,175.04,72.90,253.00,120.00,294.00,434.00,198.00,524.87,0.00,194.49,0.00,90.00,253.00,451.72,20.00,0.00,0.90
Tue    09/Aug/16,Aug-16,2976.78,2741000.00,1.09,1.21,985.84,640.42,274.99,421.53,654.00,1525000.00,1045.69,0.69,423.00,180.21,72.49,250.00,120.00,342.00,423.00,213.00,511.35,0.00,200.23,0.00,104.00,250.00,421.53,28.00,0.00,0.90
Wed    10/Aug/16,Aug-16,1259.63,2833000.00,0.44,0.49,,644.63,162.00,0.00,453.00,1500000.00,360.87,0.24,0.00,168.87,72.00,0.00,120.00,,,,528.63,0.00,187.63,0.00,100.00,,,,0.00,0.90
Thu    11/Aug/16,Aug-16,2778.75,2623000.00,1.06,1.18,944.67,622.22,245.66,410.00,556.21,1411000.00,1038.51,0.74,439.00,175.01,67.50,237.00,120.00,309.00,439.00,197.00,496.90,0.00,194.45,0.00,100.95,237.00,410.00,24.00,0.00,0.90
Fri    12/Aug/16,Aug-16,2827.84,2619000.00,1.08,1.20,967.00,670.84,246.50,374.50,569.00,1393000.00,1066.46,0.77,458.00,196.96,76.50,215.00,120.00,303.00,458.00,187.00,526.54,0.00,218.84,0.00,87.13,215.00,374.50,24.00,0.00,0.90
Sat    13/Aug/16,Aug-16,2541.98,2064000.00,1.23,1.37,922.71,584.30,232.12,362.85,440.00,1369000.00,1056.37,0.77,436.00,205.97,77.40,217.00,120.00,247.00,436.00,194.00,420.36,0.00,228.86,0.00,80.00,217.00,362.85,21.91,0.00,0.90
Sun    14/Aug/16,Aug-16,2456.52,2184000.00,1.12,1.25,864.62,591.29,209.70,301.14,489.77,1501000.00,1055.88,0.70,482.00,199.08,64.80,190.00,120.00,235.00,482.00,142.00,435.79,0.00,221.20,0.00,77.00,190.00,301.14,24.00,0.00,0.90
Mon    15/Aug/16,Aug-16,2779.74,2725000.00,1.02,1.13,986.24,654.10,228.38,322.03,588.99,1618000.00,957.63,0.59,405.00,196.37,56.26,180.00,120.00,306.00,405.00,176.00,508.59,0.00,218.19,0.00,85.00,180.00,322.03,25.00,0.00,0.90
Tue    16/Aug/16,Aug-16,2966.52,2631000.00,1.13,1.25,1014.00,664.08,238.50,469.94,580.00,1443000.00,1079.80,0.75,464.00,196.20,57.60,242.00,120.00,350.00,464.00,188.00,519.87,0.00,218.00,0.00,94.00,242.00,469.94,21.00,0.00,0.90
Wed    17/Aug/16,Aug-16,2854.91,2744000.00,1.04,1.16,964.54,663.53,246.60,401.24,579.00,1541000.00,915.10,0.59,317.00,196.20,54.90,227.00,120.00,454.00,317.00,186.00,519.25,0.00,218.00,0.00,103.00,227.00,401.24,24.00,0.00,0.90
Thu    18/Aug/16,Aug-16,2934.48,2777000.00,1.06,1.20,1050.00,696.10,240.86,366.53,581.00,1556000.00,951.64,0.61,341.00,217.32,56.32,217.00,120.00,502.00,341.00,195.00,544.06,0.00,246.96,0.00,95.70,217.00,366.53,38.00,0.00,0.88
Fri    19/Aug/16,Aug-16,2557.29,2470000.00,1.04,1.18,954.78,605.84,192.93,387.00,416.74,1414000.00,1071.29,0.76,477.00,208.56,46.73,219.00,120.00,295.00,477.00,175.00,451.45,0.00,237.00,0.00,85.00,219.00,387.00,26.00,0.00,0.88
Sat    20/Aug/16,Aug-16,2284.17,1999000.00,1.14,1.30,852.16,499.88,201.52,399.61,331.00,1281000.00,1081.27,0.84,466.00,196.83,55.44,243.00,120.00,214.00,466.00,167.00,344.38,0.00,223.67,0.00,79.00,243.00,399.61,47.00,0.00,0.88
Sun    21/Aug/16,Aug-16,2314.66,2041000.00,1.13,1.29,824.00,533.20,175.12,402.34,380.00,1280000.00,1105.91,0.86,478.00,196.35,54.56,257.00,120.00,225.00,478.00,122.00,382.78,0.00,223.13,0.00,72.00,257.00,402.34,20.00,0.00,0.88
Mon    22/Aug/16,Aug-16,3083.08,3044000.00,1.01,1.14,1037.71,709.89,238.93,545.55,551.00,1756000.00,1235.15,0.70,512.00,230.85,62.30,310.00,120.00,302.00,512.00,216.00,538.25,0.00,259.38,0.00,97.40,310.00,545.55,29.06,0.00,0.89
Tue    23/Aug/16,Aug-16,3080.45,3182000.00,0.97,1.09,1093.00,697.02,237.63,498.80,554.00,1784000.00,1175.62,0.66,512.00,222.22,53.40,268.00,120.00,304.00,512.00,239.00,533.49,0.00,249.68,0.00,97.00,268.00,498.80,37.00,0.00,0.89
Wed    24/Aug/16,Aug-16,3255.23,3310000.00,0.98,1.11,1139.00,786.10,244.75,535.38,550.00,2009000.00,1331.31,0.66,603.00,251.91,53.40,303.00,120.00,336.00,603.00,183.00,600.21,0.00,283.05,0.00,105.00,303.00,535.38,30.00,0.00,0.89
Thu    25/Aug/16,Aug-16,3547.73,3195000.00,1.11,1.25,1417.00,819.63,251.87,414.23,645.00,1991000.00,1240.77,0.62,611.00,248.59,55.18,206.00,120.00,320.00,611.00,205.00,641.61,0.00,279.32,0.00,99.00,206.00,414.23,34.00,0.00,0.89
Fri    26/Aug/16,Aug-16,3150.34,2894000.00,1.09,1.22,1097.00,807.96,254.54,394.61,596.23,1719000.00,1206.48,0.70,568.00,248.51,64.97,205.00,120.00,349.00,568.00,171.00,628.60,0.00,279.22,0.00,89.00,205.00,394.61,38.00,0.00,0.89
Sat    27/Aug/16,Aug-16,2757.87,2336000.00,1.18,1.33,929.00,797.27,217.16,364.44,450.00,1540000.00,1179.02,0.77,522.00,268.72,62.30,206.00,120.00,246.00,522.00,149.00,593.88,0.00,301.93,0.00,70.00,206.00,364.44,38.00,0.00,0.89
Sun    28/Aug/16,Aug-16,2900.81,2362000.00,1.23,1.38,1014.41,773.10,204.70,394.60,514.00,1607000.00,1223.70,0.76,579.00,244.40,62.30,218.00,120.00,270.00,579.00,160.00,594.04,0.00,274.61,0.00,60.00,218.00,394.60,34.00,0.00,0.89
Mon    29/Aug/16,Aug-16,3218.39,2835000.00,1.14,1.28,1123.50,778.55,223.46,471.87,621.00,1701000.00,1269.62,0.75,595.00,263.32,62.30,229.00,120.00,353.00,595.00,169.00,578.91,0.00,295.87,0.00,66.00,229.00,471.87,29.08,0.00,0.89
Tue    30/Aug/16,Aug-16,3447.55,2962000.00,1.16,1.31,1157.00,844.11,258.91,484.69,702.84,1863000.00,1312.19,0.70,611.00,270.89,62.30,248.00,120.00,353.00,611.00,184.00,644.07,0.00,304.37,0.00,100.00,248.00,484.69,26.91,0.00,0.89
Wed    31/Aug/16,Aug-16,3515.90,2998000.00,1.17,1.30,1217.00,813.35,268.20,512.35,705.00,1900000.00,1333.83,0.70,604.00,256.43,59.40,294.00,120.00,394.00,604.00,207.00,618.80,0.00,284.92,0.00,91.00,294.00,512.35,37.00,0.00,0.90
Thu    01/Sep/16,Sep-16,3285.53,2972000.00,1.11,1.23,1081.00,727.79,248.40,455.86,772.47,1719000.00,1123.41,0.65,514.00,204.11,56.70,228.60,120.00,360.00,514.00,127.00,581.87,0.00,226.79,0.00,91.00,228.60,455.86,19.00,0.00,0.90
Fri    02/Sep/16,Sep-16,2990.33,2249000.00,1.33,1.49,1086.00,657.50,214.49,380.53,651.81,1633000.00,1078.02,0.66,527.00,188.64,37.38,205.00,120.00,357.00,527.00,195.00,526.81,0.00,211.95,0.00,88.00,205.00,380.53,33.00,0.00,0.89
Sat    03/Sep/16,Sep-16,2800.82,2337000.00,1.20,1.35,1052.00,620.29,204.70,352.77,571.07,1544000.00,1134.80,0.73,565.00,194.85,48.95,206.00,120.00,274.00,565.00,208.00,478.02,0.00,218.93,0.00,85.00,206.00,352.77,28.00,0.00,0.89
Sun    04/Sep/16,Sep-16,2633.02,2262000.00,1.16,1.31,972.00,580.88,201.14,325.00,554.00,1570000.00,1051.22,0.67,543.00,161.72,44.50,182.00,120.00,268.00,543.00,253.00,470.96,0.00,181.71,0.00,85.00,182.00,325.00,24.00,0.00,0.89
Mon    05/Sep/16,Sep-16,3212.15,2745000.00,1.17,1.30,1179.00,692.69,261.90,394.63,683.93,1635000.00,1183.09,0.72,603.00,195.19,72.90,192.00,120.00,360.00,603.00,206.00,552.78,0.00,216.88,0.00,105.00,192.00,394.63,24.00,0.00,0.90
Tue    06/Sep/16,Sep-16,3217.82,2988000.00,1.08,1.20,1178.00,748.13,179.63,394.48,717.58,1812000.00,1161.06,0.64,592.00,199.06,45.00,205.00,120.00,379.00,592.00,196.00,610.07,0.00,221.18,0.00,75.00,205.00,394.48,21.59,0.00,0.90
Wed    07/Sep/16,Sep-16,3084.28,2971000.00,1.04,1.17,1097.50,693.35,219.25,405.85,668.33,1700000.00,1093.12,0.64,529.00,160.17,48.95,235.00,120.00,366.00,529.00,193.00,599.08,0.00,179.97,0.00,68.00,235.00,405.85,23.00,0.00,0.89
Thu    08/Sep/16,Sep-16,3043.51,2839000.00,1.07,1.20,1080.00,689.31,215.91,389.39,668.89,1699000.00,1101.43,0.65,508.00,191.81,51.62,230.00,120.00,364.00,508.00,198.00,558.99,0.00,215.52,0.00,77.00,230.00,389.39,20.60,0.00,0.89
Fri    09/Sep/16,Sep-16,2965.90,2688000.00,1.10,1.24,1066.00,680.55,209.15,338.00,672.20,1642000.00,1075.32,0.65,516.00,191.26,48.06,200.00,120.00,349.00,516.00,194.00,549.76,0.00,214.90,0.00,70.00,200.00,338.00,26.00,0.00,0.89
Sat    10/Sep/16,Sep-16,2634.79,2274000.00,1.16,1.30,990.00,613.24,187.54,329.50,514.52,1736000.00,1069.93,0.62,495.00,198.86,56.07,200.00,120.00,302.00,495.00,186.00,465.59,0.00,223.44,0.00,63.00,200.00,329.50,23.00,0.00,0.89
Sun    11/Sep/16,Sep-16,2597.86,2278000.00,1.14,1.28,969.00,576.60,182.45,337.66,532.15,1650000.00,1016.36,0.62,449.00,195.86,44.50,207.00,120.00,313.00,449.00,152.00,427.79,0.00,220.07,0.00,65.00,207.00,337.66,25.00,0.00,0.89
Mon    12/Sep/16,Sep-16,3022.30,2387000.00,1.27,1.42,1106.77,647.43,184.23,399.46,684.40,1604000.00,1121.10,0.70,528.00,188.82,46.28,238.00,120.00,384.00,528.00,193.00,515.29,0.00,212.16,0.00,68.00,238.00,399.46,20.00,0.00,0.89
Tue    13/Sep/16,Sep-16,3124.42,2737000.00,1.14,1.28,1113.00,673.81,195.11,411.95,730.55,1735000.00,1183.59,0.68,525.00,203.64,48.95,286.00,120.00,370.00,525.00,212.00,528.28,0.00,228.81,0.00,60.15,286.00,411.95,18.36,0.00,0.89
Wed    14/Sep/16,Sep-16,3231.95,2713000.00,1.19,1.34,1117.99,742.73,218.34,476.00,676.88,1725000.00,1219.01,0.71,547.00,228.61,53.40,270.00,120.00,380.00,547.00,185.00,577.66,0.00,256.87,0.00,66.33,270.00,476.00,18.00,0.00,0.89
Thu    15/Sep/16,Sep-16,3276.13,2824000.00,1.16,1.30,1127.87,743.87,221.61,476.36,706.42,1748000.00,1197.10,0.68,543.00,218.82,46.28,269.00,120.00,374.00,543.00,206.00,589.94,0.00,245.87,0.00,65.00,269.00,476.36,20.00,0.00,0.89
Fri    16/Sep/16,Sep-16,2975.66,2570000.00,1.16,1.30,1025.00,722.27,185.74,423.00,619.65,1612000.00,1165.89,0.72,507.00,229.94,48.95,260.00,120.00,343.00,507.00,165.00,553.18,0.00,258.36,0.00,47.70,260.00,423.00,18.00,0.00,0.89
Sat    17/Sep/16,Sep-16,2672.29,2135000.00,1.25,1.39,939.06,659.35,178.41,370.00,525.47,1485000.00,1086.69,0.73,467.00,229.69,45.00,225.00,120.00,285.00,467.00,188.00,477.40,0.00,255.21,0.00,49.23,225.00,370.00,18.00,0.00,0.90
Sun    18/Sep/16,Sep-16,2342.03,1885000.00,1.24,1.38,845.00,524.17,171.90,368.00,432.96,1368000.00,1012.17,0.74,427.00,189.77,41.40,234.00,120.00,254.00,427.00,156.00,371.56,0.00,210.85,0.00,35.00,234.00,368.00,18.00,0.00,0.90
Mon    19/Sep/16,Sep-16,3118.50,2551000.00,1.22,1.37,1112.00,682.14,224.28,436.25,663.83,1537000.00,1167.25,0.76,497.00,215.02,95.23,240.00,120.00,383.00,497.00,224.00,524.86,0.00,241.59,57.00,86.00,240.00,436.25,14.00,0.00,0.89
Tue    20/Sep/16,Sep-16,3053.90,2543000.00,1.20,1.35,994.00,717.56,194.75,476.06,671.52,1470000.00,1177.30,0.80,484.00,266.34,56.96,250.00,120.00,325.00,484.00,173.00,506.99,0.00,299.26,5.00,29.00,250.00,476.06,18.00,0.00,0.89
Wed    21/Sep/16,Sep-16,2895.65,2445000.00,1.18,1.32,957.00,681.76,208.05,443.00,605.83,1612000.00,1144.02,0.71,473.00,195.62,59.40,276.00,140.00,280.00,473.00,197.00,540.16,0.00,217.35,0.00,27.17,276.00,443.00,20.00,0.00,0.90
Thu    22/Sep/16,Sep-16,3368.40,2662000.00,1.27,1.42,1203.00,671.34,186.01,443.00,865.04,1534000.00,1218.31,0.79,539.00,179.80,52.51,267.00,180.00,437.00,539.00,212.00,552.30,0.00,202.02,0.00,18.00,267.00,443.00,32.00,0.00,0.89
Fri    23/Sep/16,Sep-16,3017.95,2480000.00,1.22,1.37,1022.10,716.15,195.80,418.00,665.90,1369000.00,1137.19,0.83,471.00,197.78,61.41,257.00,150.00,336.00,471.00,203.00,582.44,0.00,222.22,0.00,16.00,257.00,418.00,45.00,0.00,0.89
Sat    24/Sep/16,Sep-16,2487.34,2002000.00,1.24,1.40,849.00,667.41,160.20,318.61,492.12,1315000.00,1026.65,0.78,435.00,204.90,66.75,200.00,120.00,225.00,435.00,183.00,519.67,0.00,230.23,0.00,15.00,200.00,318.61,25.00,0.00,0.89
Sun    25/Sep/16,Sep-16,2529.83,1986000.00,1.27,1.43,818.00,613.96,140.09,371.00,586.79,1434000.00,1062.03,0.74,443.00,184.53,44.50,250.00,140.00,228.00,443.00,139.00,482.50,0.00,207.34,0.00,14.40,250.00,371.00,15.00,0.00,0.89
Mon    26/Sep/16,Sep-16,3139.10,2694000.00,1.17,1.31,985.87,819.85,194.63,419.00,719.74,1585000.00,1186.28,0.75,493.00,227.23,40.05,256.00,170.00,295.00,493.00,190.00,665.87,0.00,255.31,0.00,21.69,256.00,419.00,23.00,0.00,0.89
Tue    27/Sep/16,Sep-16,3088.40,2632000.00,1.17,1.32,945.00,768.92,187.02,458.82,728.64,1504000.00,1162.61,0.77,443.00,216.88,50.73,280.00,172.00,309.00,443.00,187.00,620.27,0.00,243.68,0.00,18.14,280.00,458.82,20.00,0.00,0.89
Wed    28/Sep/16,Sep-16,3307.57,2718000.00,1.22,1.37,1051.00,825.96,188.68,473.00,768.93,1581000.00,1203.27,0.76,482.00,218.43,49.84,285.00,168.00,330.00,482.00,230.00,682.62,0.00,245.43,0.00,17.00,285.00,473.00,26.00,0.00,0.89
Thu    29/Sep/16,Sep-16,3324.19,2774000.00,1.20,1.35,1046.63,838.32,173.70,446.60,818.94,1593000.00,1146.22,0.72,446.00,218.37,57.85,246.00,178.00,350.00,446.00,219.00,696.57,0.00,245.36,0.00,15.00,246.00,446.60,18.00,0.00,0.89
Fri    30/Sep/16,Sep-16,3140.21,2556000.00,1.23,1.38,957.00,762.85,153.97,516.39,750.00,1555000.00,1135.25,0.73,421.00,198.42,41.83,292.00,182.00,281.00,421.00,246.00,634.20,0.00,222.94,0.00,17.00,292.00,516.39,19.00,0.00,0.89
Sat    01/Oct/16,Oct-16,2682.87,2173000.00,1.23,1.39,801.00,584.58,131.95,615.13,550.21,1621000.00,1102.29,0.68,413.00,165.89,46.40,367.00,110.00,218.00,413.00,165.00,470.44,0.00,186.39,0.00,12.46,367.00,615.13,17.66,0.00,0.89
Sun    02/Oct/16,Oct-16,2545.73,2268000.00,1.12,1.26,702.00,561.11,142.95,592.73,546.94,1421000.00,1070.41,0.75,362.00,170.54,45.87,378.00,114.00,184.00,362.00,144.00,438.84,0.00,191.62,0.00,13.08,378.00,592.73,24.00,0.00,0.89
Mon    03/Oct/16,Oct-16,3213.21,2610000.00,1.23,1.38,947.75,673.54,174.72,747.20,670.00,1482000.00,1222.11,0.82,449.00,180.00,42.11,430.00,121.00,274.00,449.00,216.00,554.54,0.00,202.25,0.00,20.00,430.00,747.20,28.00,0.00,0.89
Tue    04/Oct/16,Oct-16,3393.42,2801000.00,1.21,1.36,1010.00,756.51,175.33,696.58,755.00,1567000.00,1242.23,0.79,470.00,185.28,48.95,413.00,125.00,307.00,470.00,204.00,641.83,0.00,208.18,0.00,20.00,413.00,696.58,22.00,0.00,0.89
Wed    05/Oct/16,Oct-16,3281.92,2787000.00,1.18,1.32,880.95,790.28,198.98,706.71,705.00,1515000.00,1240.58,0.82,436.00,195.74,49.84,429.00,130.00,268.00,436.00,170.00,668.03,0.00,219.93,0.00,20.00,429.00,706.71,38.93,0.00,0.89
Thu    06/Oct/16,Oct-16,3267.88,2824000.00,1.16,1.30,886.31,819.49,189.24,642.84,730.00,1703000.00,1281.88,0.75,476.00,226.81,60.08,384.00,135.00,257.00,476.00,147.00,665.94,0.00,254.84,0.00,18.00,384.00,642.84,32.13,0.00,0.89
